Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2185,CA-2016-128818,07-05-2016,05-11-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,,,10009,,FUR-FU-10001940,Furniture,Furnishings,,63.68,8,0,28.0192
2186,CA-2017-124576,01-08-2017,08-04-2017,Second Class,HK-14890,Heather Kirkland,Corporate,United States,,,93905,,OFF-BI-10002735,Office Supplies,Binders,,54.896,2,0.2,18.5274
2187,CA-2016-101378,14-07-2016,14-07-2016,Same Day,RH-19600,Rob Haberlin,Consumer,United States,,,35810,,TEC-AC-10002345,Technology,Accessories,,29,2,0,7.25
2188,CA-2017-143063,10-08-2017,15-08-2017,Standard Class,IL-15100,Ivan Liston,Consumer,United States,,,47201,,OFF-EN-10003134,Office Supplies,Envelopes,,70.08,6,0,35.04
2189,CA-2017-143063,10-08-2017,15-08-2017,Standard Class,IL-15100,Ivan Liston,Consumer,United States,,,47201,,FUR-FU-10003708,Furniture,Furnishings,,121.3,2,0,25.473
2190,CA-2017-143063,10-08-2017,15-08-2017,Standard Class,IL-15100,Ivan Liston,Consumer,United States,,,47201,,TEC-PH-10003645,Technology,Phones,,1454.49,9,0,378.1674
2191,CA-2016-118913,25-06-2016,29-06-2016,Standard Class,AS-10240,Alan Shonely,Consumer,United States,,,90049,,OFF-AP-10000692,Office Supplies,Appliances,,60.81,3,0,17.0268
2192,CA-2016-128412,10-12-2016,17-12-2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,,,98105,,OFF-BI-10001718,Office Supplies,Binders,,153.552,3,0.2,51.8238
2193,CA-2016-128412,10-12-2016,17-12-2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,,,98105,,OFF-AP-10002082,Office Supplies,Appliances,,65.34,3,0,22.869
2194,CA-2016-128412,10-12-2016,17-12-2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,,,98105,,OFF-PA-10001125,Office Supplies,Paper,,123.92,4,0,55.764
2195,CA-2016-128412,10-12-2016,17-12-2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,,,98105,,OFF-AP-10000252,Office Supplies,Appliances,,35.1,3,0,12.285
2196,CA-2016-128412,10-12-2016,17-12-2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,,,98105,,TEC-AC-10003038,Technology,Accessories,,44.75,5,0,8.5025
2197,CA-2016-136483,01-12-2016,12-06-2016,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,,,37918,,OFF-AR-10000940,Office Supplies,Art,,4.704,2,0.2,0.4116
2198,CA-2014-163013,28-11-2014,12-04-2014,Standard Class,BF-11080,Bart Folk,Consumer,United States,,,36116,,OFF-AR-10001954,Office Supplies,Art,,14.67,3,0,3.9609
2199,CA-2015-135363,28-03-2015,04-02-2015,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,,,19120,,OFF-PA-10003177,Office Supplies,Paper,,15.552,3,0.2,5.4432
2200,CA-2015-135363,28-03-2015,04-02-2015,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,,,19120,,OFF-PA-10000533,Office Supplies,Paper,,5.232,1,0.2,1.7004
2201,US-2014-165659,01-06-2014,06-06-2014,Standard Class,LT-17110,Liz Thompson,Consumer,United States,,,72209,,FUR-FU-10001935,Furniture,Furnishings,,22.2,6,0,9.102
2202,US-2014-165659,01-06-2014,06-06-2014,Standard Class,LT-17110,Liz Thompson,Consumer,United States,,,72209,,TEC-PH-10002563,Technology,Phones,,881.93,7,0,229.3018
2203,CA-2015-138002,06-09-2015,09-12-2015,Standard Class,BT-11305,Beth Thompson,Home Office,United States,,,98103,,OFF-BI-10002160,Office Supplies,Binders,,6.096,2,0.2,2.1336
2204,CA-2015-138002,06-09-2015,09-12-2015,Standard Class,BT-11305,Beth Thompson,Home Office,United States,,,98103,,FUR-FU-10004748,Furniture,Furnishings,,191.82,3,0,74.8098
2205,CA-2015-128860,29-06-2015,07-05-2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,,,17602,,FUR-FU-10001473,Furniture,Furnishings,,20.104,1,0.2,1.7591
2206,CA-2016-164350,10-09-2016,09-12-2016,Second Class,CG-12040,Catherine Glotzbach,Home Office,United States,,,37620,,OFF-AR-10000538,Office Supplies,Art,,67.56,3,0.2,8.445
2207,US-2014-103905,14-07-2014,20-07-2014,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,,,60505,,OFF-BI-10001098,Office Supplies,Binders,,29.932,7,0.8,-46.3946
2208,US-2014-103905,14-07-2014,20-07-2014,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,,,60505,,TEC-PH-10001552,Technology,Phones,,38.272,4,0.2,3.8272
2209,CA-2015-129854,22-08-2015,26-08-2015,Standard Class,RB-19705,Roger Barcio,Home Office,United States,,,10009,,OFF-AR-10000390,Office Supplies,Art,,16.52,4,0,7.5992
2210,CA-2014-125556,14-11-2014,16-11-2014,Second Class,ML-17410,Maris LaWare,Consumer,United States,,,6824,,TEC-PH-10001079,Technology,Phones,,832.93,7,0,233.2204
2211,CA-2014-125556,14-11-2014,16-11-2014,Second Class,ML-17410,Maris LaWare,Consumer,United States,,,6824,,OFF-BI-10003460,Office Supplies,Binders,,43.8,10,0,21.024
2212,CA-2016-162313,27-11-2016,30-11-2016,First Class,VB-21745,Victoria Brennan,Corporate,United States,,,48146,,OFF-AP-10003842,Office Supplies,Appliances,,167.292,6,0.1,29.7408
2213,CA-2017-107874,21-11-2017,25-11-2017,Standard Class,SW-20275,Scott Williamson,Consumer,United States,,,10035,,FUR-FU-10003535,Furniture,Furnishings,,27.42,1,0,11.2422
2214,CA-2017-129378,01-10-2017,10-02-2017,First Class,NS-18505,Neola Schneider,Consumer,United States,,,95123,,OFF-BI-10002012,Office Supplies,Binders,,1.44,1,0.2,0.504
2215,CA-2017-129378,01-10-2017,10-02-2017,First Class,NS-18505,Neola Schneider,Consumer,United States,,,95123,,OFF-BI-10001922,Office Supplies,Binders,,61.776,13,0.2,20.8494
2216,CA-2017-129378,01-10-2017,10-02-2017,First Class,NS-18505,Neola Schneider,Consumer,United States,,,95123,,OFF-AP-10000576,Office Supplies,Appliances,,241.96,2,0,60.49
2217,CA-2017-129378,01-10-2017,10-02-2017,First Class,NS-18505,Neola Schneider,Consumer,United States,,,95123,,FUR-CH-10000553,Furniture,Chairs,,108.608,4,0.2,9.5032
2218,CA-2014-151953,20-09-2014,25-09-2014,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,,,32216,,OFF-AR-10003469,Office Supplies,Art,,2.816,2,0.2,0.9856
2219,CA-2017-130841,28-07-2017,08-01-2017,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,,,94110,,OFF-BI-10000145,Office Supplies,Binders,,9.984,4,0.2,3.6192
2220,CA-2017-130841,28-07-2017,08-01-2017,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,,,94110,,OFF-ST-10001580,Office Supplies,Storage,,14.98,1,0,4.1944
2221,CA-2017-130841,28-07-2017,08-01-2017,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,,,94110,,TEC-PH-10001817,Technology,Phones,,1145.6,4,0.2,100.24
2222,CA-2015-131884,06-12-2015,12-06-2015,Same Day,DK-13375,Dennis Kane,Consumer,United States,,,43302,,TEC-PH-10001578,Technology,Phones,,485.94,2,0.4,-89.089
2223,CA-2015-131884,06-12-2015,12-06-2015,Same Day,DK-13375,Dennis Kane,Consumer,United States,,,43302,,OFF-AR-10004078,Office Supplies,Art,,37.376,8,0.2,4.672
2224,CA-2015-131884,06-12-2015,12-06-2015,Same Day,DK-13375,Dennis Kane,Consumer,United States,,,43302,,FUR-CH-10004860,Furniture,Chairs,,70.686,1,0.3,-24.2352
2225,CA-2017-121909,31-07-2017,08-05-2017,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,,,19134,,OFF-PA-10003790,Office Supplies,Paper,,54.816,3,0.2,17.8152
2226,CA-2016-106383,19-03-2016,21-03-2016,Second Class,BT-11440,Bobby Trafton,Consumer,United States,,,80122,,FUR-BO-10002202,Furniture,Bookcases,,72.294,1,0.7,-98.8018
2227,CA-2017-130771,29-07-2017,08-03-2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,,,78745,,OFF-FA-10003059,Office Supplies,Fasteners,,2.896,2,0.2,0.4706
2228,CA-2017-130771,29-07-2017,08-03-2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,,,78745,,TEC-PH-10002496,Technology,Phones,,124.792,1,0.2,15.599
2229,CA-2016-139157,01-10-2016,10-05-2016,Standard Class,GM-14680,Greg Matthias,Consumer,United States,,,10024,,FUR-TA-10003238,Furniture,Tables,,330.588,1,0.4,-115.7058
2230,CA-2014-128055,31-03-2014,04-05-2014,Standard Class,AA-10315,Alex Avila,Consumer,United States,,,94122,,OFF-BI-10004390,Office Supplies,Binders,,673.568,2,0.2,252.588
2231,CA-2014-128055,31-03-2014,04-05-2014,Standard Class,AA-10315,Alex Avila,Consumer,United States,,,94122,,OFF-AP-10002765,Office Supplies,Appliances,,52.98,2,0,14.8344
2232,CA-2017-157091,26-06-2017,07-01-2017,Standard Class,DB-13405,Denny Blanton,Consumer,United States,,,46350,,FUR-FU-10000293,Furniture,Furnishings,,526.45,5,0,31.587
2233,CA-2017-132122,09-07-2017,14-07-2017,Standard Class,JH-15820,John Huston,Consumer,United States,,,60610,,OFF-ST-10003692,Office Supplies,Storage,,228.92,5,0.2,14.3075
2234,CA-2015-123232,14-12-2015,16-12-2015,Second Class,DJ-13630,Doug Jacobs,Consumer,United States,,,97206,,TEC-PH-10001051,Technology,Phones,,319.968,4,0.2,35.9964
2235,CA-2017-104066,05-12-2017,12-10-2017,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,,,5408,,TEC-AC-10001013,Technology,Accessories,,205.03,7,0,67.6599
2236,CA-2015-145849,15-09-2015,17-09-2015,Second Class,CT-11995,Carol Triggs,Consumer,United States,,,46203,,OFF-ST-10000025,Office Supplies,Storage,,190.86,2,0,11.4516
2237,CA-2015-145849,15-09-2015,17-09-2015,Second Class,CT-11995,Carol Triggs,Consumer,United States,,,46203,,OFF-AR-10000817,Office Supplies,Art,,24.32,8,0,8.2688
2238,CA-2016-122322,15-07-2016,21-07-2016,Standard Class,RH-19510,Rick Huthwaite,Home Office,United States,,,84604,,OFF-SU-10000952,Office Supplies,Supplies,,44.4,5,0,12.432
2239,CA-2017-166849,20-04-2017,26-04-2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,,,60610,,FUR-FU-10004597,Furniture,Furnishings,,44.4,2,0.6,-52.17
2240,CA-2016-146633,15-11-2016,17-11-2016,Second Class,TG-21310,Toby Gnade,Consumer,United States,,,90049,,OFF-BI-10003527,Office Supplies,Binders,,1016.792,1,0.2,381.297
2241,CA-2016-146633,15-11-2016,17-11-2016,Second Class,TG-21310,Toby Gnade,Consumer,United States,,,90049,,OFF-BI-10002982,Office Supplies,Binders,,38.136,7,0.2,13.3476
2242,US-2016-126893,26-11-2016,12-01-2016,Standard Class,CT-11995,Carol Triggs,Consumer,United States,,,19134,,TEC-PH-10004165,Technology,Phones,,494.982,3,0.4,-115.4958
2243,CA-2017-103380,21-11-2017,25-11-2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,,,91104,,OFF-ST-10003442,Office Supplies,Storage,,56.56,2,0,15.2712
2244,CA-2017-103380,21-11-2017,25-11-2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,,,91104,,OFF-AR-10003856,Office Supplies,Art,,5.56,2,0,1.4456
2245,CA-2017-103380,21-11-2017,25-11-2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,,,91104,,OFF-FA-10004248,Office Supplies,Fasteners,,9.02,2,0,3.5178
2246,CA-2017-103380,21-11-2017,25-11-2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,,,91104,,OFF-AP-10001492,Office Supplies,Appliances,,8.62,1,0,2.2412
2247,CA-2017-103380,21-11-2017,25-11-2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,,,91104,,TEC-PH-10004165,Technology,Phones,,659.976,3,0.2,49.4982
2248,CA-2015-116092,15-02-2015,18-02-2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,,,90004,,OFF-PA-10004285,Office Supplies,Paper,,13.36,2,0,6.4128
2249,CA-2015-116092,15-02-2015,18-02-2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,,,90004,,OFF-BI-10001628,Office Supplies,Binders,,41.72,5,0.2,13.0375
2250,CA-2015-116092,15-02-2015,18-02-2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,,,90004,,OFF-BI-10000546,Office Supplies,Binders,,11.52,5,0.2,4.176
2251,CA-2015-116092,15-02-2015,18-02-2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,,,90004,,OFF-AP-10001391,Office Supplies,Appliances,,541.44,6,0,157.0176
2252,CA-2015-116092,15-02-2015,18-02-2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,,,90004,,OFF-PA-10000477,Office Supplies,Paper,,19.44,3,0,9.3312
2253,CA-2016-117849,15-04-2016,17-04-2016,Second Class,JK-16120,Julie Kriz,Home Office,United States,,,92105,,OFF-PA-10004327,Office Supplies,Paper,,143.7,3,0,68.976
2254,CA-2015-169201,28-09-2015,10-01-2015,First Class,HG-14965,Henry Goldwyn,Corporate,United States,,,94110,,OFF-AP-10000696,Office Supplies,Appliances,,43.26,3,0,14.2758
2255,CA-2015-169201,28-09-2015,10-01-2015,First Class,HG-14965,Henry Goldwyn,Corporate,United States,,,94110,,OFF-AP-10002082,Office Supplies,Appliances,,43.56,2,0,15.246
2256,CA-2016-164091,17-09-2016,22-09-2016,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,,,4401,,TEC-PH-10001944,Technology,Phones,,437.85,3,0,131.355
2257,CA-2016-164091,17-09-2016,22-09-2016,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,,,4401,,FUR-FU-10004952,Furniture,Furnishings,,109.48,2,0,33.9388
2258,CA-2017-105214,16-06-2017,19-06-2017,First Class,TS-21610,Troy Staebel,Consumer,United States,,,94122,,FUR-CH-10000015,Furniture,Chairs,,1212.96,7,0.2,90.972
2259,CA-2017-105214,16-06-2017,19-06-2017,First Class,TS-21610,Troy Staebel,Consumer,United States,,,94122,,OFF-PA-10001776,Office Supplies,Paper,,18.54,2,0,8.7138
2260,CA-2015-117611,08-11-2015,11-10-2015,Second Class,MZ-17335,Maria Zettner,Home Office,United States,,,92024,,OFF-FA-10002280,Office Supplies,Fasteners,,5,1,0,2.4
2261,CA-2015-117611,08-11-2015,11-10-2015,Second Class,MZ-17335,Maria Zettner,Home Office,United States,,,92024,,TEC-AC-10002049,Technology,Accessories,,371.97,3,0,66.9546
2262,US-2015-137960,18-12-2015,18-12-2015,Same Day,MW-18220,Mitch Webber,Consumer,United States,,,10035,,TEC-AC-10002253,Technology,Accessories,,166.24,1,0,24.936
2263,CA-2017-122994,06-02-2017,02-09-2017,First Class,MV-17485,Mark Van Huff,Consumer,United States,,,22204,,FUR-BO-10004015,Furniture,Bookcases,,359.97,3,0,79.1934
2264,CA-2016-131065,14-11-2016,16-11-2016,Second Class,AA-10375,Allen Armold,Consumer,United States,,,30318,,TEC-AC-10004145,Technology,Accessories,,499.98,2,0,114.9954
2265,CA-2016-131065,14-11-2016,16-11-2016,Second Class,AA-10375,Allen Armold,Consumer,United States,,,30318,,OFF-PA-10002479,Office Supplies,Paper,,5.28,1,0,2.376
2266,CA-2016-131065,14-11-2016,16-11-2016,Second Class,AA-10375,Allen Armold,Consumer,United States,,,30318,,OFF-BI-10004970,Office Supplies,Binders,,8.26,2,0,3.8822
2267,CA-2017-149146,12-10-2017,10-12-2017,Same Day,SM-20320,Sean Miller,Home Office,United States,,,28110,,OFF-PA-10003919,Office Supplies,Paper,,7.968,2,0.2,2.6892
2268,CA-2017-137470,17-09-2017,17-09-2017,Same Day,TP-21415,Tom Prescott,Consumer,United States,,,98115,,OFF-PA-10002001,Office Supplies,Paper,,12.96,2,0,6.3504
2269,CA-2017-105480,20-12-2017,26-12-2017,Standard Class,DK-13225,Dean Katz,Corporate,United States,,,14609,,OFF-PA-10002787,Office Supplies,Paper,,6.48,1,0,3.1104
2270,CA-2017-105480,20-12-2017,26-12-2017,Standard Class,DK-13225,Dean Katz,Corporate,United States,,,14609,,OFF-BI-10003291,Office Supplies,Binders,,6.984,1,0.2,2.3571
2271,CA-2017-164917,02-12-2017,12-07-2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,,,33180,,OFF-AR-10004344,Office Supplies,Art,,47.96,5,0.2,4.1965
2272,CA-2015-102036,21-09-2015,27-09-2015,Standard Class,CS-12130,Chad Sievert,Consumer,United States,,,98105,,OFF-ST-10003123,Office Supplies,Storage,,199.74,6,0,47.9376
2273,CA-2015-142944,06-03-2015,03-11-2015,Standard Class,JL-15850,John Lucas,Consumer,United States,,,94122,,FUR-FU-10000308,Furniture,Furnishings,,435.26,7,0,95.7572
2274,CA-2015-142944,06-03-2015,03-11-2015,Standard Class,JL-15850,John Lucas,Consumer,United States,,,94122,,TEC-CO-10003763,Technology,Copiers,,1119.984,2,0.2,377.9946
2275,CA-2014-157882,03-10-2014,10-08-2014,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,,,90036,,FUR-TA-10001866,Furniture,Tables,,143.432,1,0.2,3.5858
2276,CA-2014-157882,03-10-2014,10-08-2014,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,,,90036,,FUR-CH-10002774,Furniture,Chairs,,122.352,3,0.2,13.7646
2277,CA-2014-104283,27-06-2014,07-01-2014,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,,,38671,,OFF-ST-10004337,Office Supplies,Storage,,306.2,5,0,0
2278,CA-2014-104283,27-06-2014,07-01-2014,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,,,38671,,FUR-TA-10001039,Furniture,Tables,,85.98,1,0,22.3548
2279,CA-2014-104283,27-06-2014,07-01-2014,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,,,38671,,TEC-AC-10000109,Technology,Accessories,,223.96,4,0,53.7504
2280,CA-2017-142622,30-10-2017,11-02-2017,First Class,JK-15625,Jim Karlsson,Consumer,United States,,,98115,,FUR-CH-10003833,Furniture,Chairs,,97.568,2,0.2,-6.098
2281,CA-2017-142622,30-10-2017,11-02-2017,First Class,JK-15625,Jim Karlsson,Consumer,United States,,,98115,,FUR-CH-10004289,Furniture,Chairs,,614.272,8,0.2,-23.0352
2282,CA-2017-142622,30-10-2017,11-02-2017,First Class,JK-15625,Jim Karlsson,Consumer,United States,,,98115,,FUR-BO-10004467,Furniture,Bookcases,,199.98,2,0,37.9962
2283,CA-2016-132143,03-09-2016,09-05-2016,First Class,FM-14215,Filia McAdams,Corporate,United States,,,6457,,OFF-PA-10002713,Office Supplies,Paper,,48.16,7,0,22.1536
2284,CA-2015-153108,05-03-2015,03-09-2015,Standard Class,SF-20200,Sarah Foster,Consumer,United States,,,47362,,TEC-PH-10001552,Technology,Phones,,23.92,2,0,6.6976
2285,CA-2015-153108,05-03-2015,03-09-2015,Standard Class,SF-20200,Sarah Foster,Consumer,United States,,,47362,,OFF-AP-10002222,Office Supplies,Appliances,,60.69,7,0,16.3863
2286,CA-2016-112676,05-05-2016,05-08-2016,First Class,PJ-18835,Patrick Jones,Corporate,United States,,,37130,,OFF-PA-10003971,Office Supplies,Paper,,14.352,3,0.2,5.2026
2287,CA-2017-165687,17-11-2017,23-11-2017,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,,,24153,,OFF-AP-10004036,Office Supplies,Appliances,,35.04,2,0,12.264
2288,US-2017-112928,01-06-2017,06-05-2017,Second Class,BB-10990,Barry Blumstein,Corporate,United States,,,43615,,OFF-AP-10002287,Office Supplies,Appliances,,17.48,5,0.2,1.311
2289,CA-2017-143343,10-06-2017,13-06-2017,First Class,BW-11200,Ben Wallace,Consumer,United States,,,90032,,OFF-AR-10002375,Office Supplies,Art,,16.4,5,0,4.756
2290,CA-2017-115154,08-01-2017,01-11-2017,First Class,RS-19420,Ricardo Sperren,Corporate,United States,,,98115,,FUR-TA-10001950,Furniture,Tables,,892.98,2,0,80.3682
2291,CA-2015-149342,20-04-2015,25-04-2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,,,31907,,TEC-PH-10001557,Technology,Phones,,287.97,3,0,77.7519
2292,CA-2015-149342,20-04-2015,25-04-2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,,,31907,,FUR-FU-10002937,Furniture,Furnishings,,595.38,6,0,297.69
2293,CA-2015-149342,20-04-2015,25-04-2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,,,31907,,OFF-PA-10001166,Office Supplies,Paper,,12.96,2,0,6.2208
2294,CA-2015-130995,01-11-2015,11-06-2015,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,,,10009,,TEC-PH-10000347,Technology,Phones,,4.95,1,0,1.3365
2295,CA-2017-127929,23-12-2017,27-12-2017,Standard Class,FM-14215,Filia McAdams,Corporate,United States,,,6457,,FUR-FU-10003708,Furniture,Furnishings,,181.95,3,0,38.2095
2296,CA-2015-113145,01-11-2015,11-05-2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,,,10011,,OFF-PA-10002659,Office Supplies,Paper,,13.52,4,0,6.2192
2297,CA-2015-113145,01-11-2015,11-05-2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,,,10011,,FUR-FU-10000965,Furniture,Furnishings,,259.7,5,0,106.477
2298,CA-2015-113145,01-11-2015,11-05-2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,,,10011,,TEC-PH-10001527,Technology,Phones,,42.95,1,0,1.2885
2299,CA-2015-113145,01-11-2015,11-05-2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,,,10011,,TEC-AC-10001838,Technology,Accessories,,1399.93,7,0,601.9699
2300,CA-2015-113145,01-11-2015,11-05-2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,,,10011,,TEC-PH-10002597,Technology,Phones,,503.96,4,0,125.99
2301,CA-2014-162362,14-11-2014,18-11-2014,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,,,48640,,OFF-BI-10000756,Office Supplies,Binders,,12.72,3,0,6.36
2302,CA-2014-162362,14-11-2014,18-11-2014,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,,,48640,,OFF-BI-10000546,Office Supplies,Binders,,11.52,4,0,5.6448
2303,CA-2016-106558,17-01-2016,21-01-2016,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,,,31907,,TEC-AC-10001142,Technology,Accessories,,316,4,0,31.6
2304,CA-2017-157931,17-09-2017,22-09-2017,Second Class,MO-17800,Meg O'Connel,Home Office,United States,,,30076,,FUR-CH-10000785,Furniture,Chairs,,723.92,4,0,188.2192
2305,CA-2017-157931,17-09-2017,22-09-2017,Second Class,MO-17800,Meg O'Connel,Home Office,United States,,,30076,,OFF-PA-10000474,Office Supplies,Paper,,106.32,3,0,49.9704
2306,CA-2016-115574,23-12-2016,24-12-2016,First Class,BP-11185,Ben Peterman,Corporate,United States,,,60623,,FUR-BO-10003441,Furniture,Bookcases,,141.372,2,0.3,-14.1372
2307,CA-2015-160794,06-08-2015,08-08-2015,First Class,MS-17980,Michael Stewart,Corporate,United States,,,77041,,OFF-PA-10004156,Office Supplies,Paper,,27.216,3,0.2,9.8658
2308,CA-2017-116225,05-11-2017,11-09-2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,,,10009,,TEC-AC-10001432,Technology,Accessories,,390.75,5,0,171.93
2309,US-2017-120418,11-06-2017,06-12-2017,First Class,BC-11125,Becky Castell,Home Office,United States,,,85345,,FUR-CH-10001394,Furniture,Chairs,,280.792,1,0.2,35.099
2310,US-2017-120418,11-06-2017,06-12-2017,First Class,BC-11125,Becky Castell,Home Office,United States,,,85345,,OFF-ST-10002370,Office Supplies,Storage,,68.448,4,0.2,7.7004
2311,US-2017-120418,11-06-2017,06-12-2017,First Class,BC-11125,Becky Castell,Home Office,United States,,,85345,,OFF-AR-10002956,Office Supplies,Art,,88.04,5,0.2,6.603
2312,US-2017-120418,11-06-2017,06-12-2017,First Class,BC-11125,Becky Castell,Home Office,United States,,,85345,,OFF-AR-10001955,Office Supplies,Art,,15.872,1,0.2,1.984
2313,US-2017-120418,11-06-2017,06-12-2017,First Class,BC-11125,Becky Castell,Home Office,United States,,,85345,,OFF-ST-10001809,Office Supplies,Storage,,215.592,3,0.2,-48.5082
2314,CA-2017-122035,20-07-2017,25-07-2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,,,57103,,OFF-LA-10004093,Office Supplies,Labels,,14.62,2,0,6.8714
2315,CA-2017-122035,20-07-2017,25-07-2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,,,57103,,OFF-AP-10002118,Office Supplies,Appliances,,416.32,2,0,112.4064
2316,CA-2017-122035,20-07-2017,25-07-2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,,,57103,,OFF-BI-10000404,Office Supplies,Binders,,43,5,0,20.21
2317,CA-2017-122035,20-07-2017,25-07-2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,,,57103,,FUR-CH-10003833,Furniture,Chairs,,182.94,3,0,27.441
2318,CA-2017-122035,20-07-2017,25-07-2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,,,57103,,OFF-BI-10002072,Office Supplies,Binders,,60.83,7,0,30.415
2319,CA-2017-122035,20-07-2017,25-07-2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,,,57103,,TEC-AC-10003095,Technology,Accessories,,389.97,3,0,132.5898
2320,CA-2015-117828,23-12-2015,26-12-2015,First Class,BD-11500,Bradley Drucker,Consumer,United States,,,23223,,OFF-AP-10001563,Office Supplies,Appliances,,194.32,4,0,56.3528
2321,CA-2017-165491,20-03-2017,24-03-2017,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,,,98115,,TEC-AC-10000358,Technology,Accessories,,265.93,7,0,63.8232
2322,CA-2015-109470,31-12-2015,01-03-2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,,,42420,,OFF-BI-10004492,Office Supplies,Binders,,94.74,3,0,44.5278
2323,CA-2015-109470,31-12-2015,01-03-2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,,,42420,,OFF-BI-10001072,Office Supplies,Binders,,60.64,4,0,27.8944
2324,CA-2015-109470,31-12-2015,01-03-2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,,,42420,,OFF-BI-10003707,Office Supplies,Binders,,76.3,5,0,38.15
2325,CA-2015-109470,31-12-2015,01-03-2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,,,42420,,OFF-BI-10000977,Office Supplies,Binders,,364.8,12,0,167.808
2326,CA-2015-105102,15-09-2015,19-09-2015,Second Class,BM-11575,Brendan Murry,Corporate,United States,,,10035,,OFF-BI-10002082,Office Supplies,Binders,,79.872,3,0.2,29.952
2327,CA-2015-105102,15-09-2015,19-09-2015,Second Class,BM-11575,Brendan Murry,Corporate,United States,,,10035,,FUR-BO-10004709,Furniture,Bookcases,,46.384,1,0.2,1.1596
2328,CA-2015-105102,15-09-2015,19-09-2015,Second Class,BM-11575,Brendan Murry,Corporate,United States,,,10035,,OFF-PA-10002365,Office Supplies,Paper,,12.96,2,0,6.2208
